S&P 500 INDEX,Last: 5021.8398,Change:  -4.7702,,,,,,,,,,,,,
"Date: February 13, 2024 at 6:40 AM EST",Bid: 4953.0801,Ask: 5064.5601,Size: 1*1,Volume: 0,,,,,,,,,,,
Fri Feb 16 2024,SPX240216C05425000,0.05,-0.025,0,0.15,2,490,5425,SPX240216P05425000,489.9,0,413.6,421.5,0,16
Fri Feb 16 2024,SPXW240216C05425000,0.1,0.025,0.05,0.15,1,2,5425,SPXW240216P05425000,0,0,413.9,420.9,0,0
Fri Feb 16 2024,SPX240216C05450000,0.05,0,0,0.1,0,740,5450,SPX240216P05450000,594.76,0,438.5,446.6,0,1
Fri Feb 16 2024,SPXW240216C05450000,0.07,-0.005,0.05,0.1,3,183,5450,SPXW240216P05450000,0,0,439.4,446.4,0,0
Fri Feb 16 2024,SPX240216C05475000,0.1,0,0,0.1,0,2121,5475,SPX240216P05475000,0,0,463.5,471.6,0,0
Fri Feb 16 2024,SPXW240216C05475000,0.15,0,0,0.1,0,472,5475,SPXW240216P05475000,0,0,463.8,470.8,0,0
Fri Feb 16 2024,SPX240216C05500000,0.05,0,0,0.1,10,1550,5500,SPX240216P05500000,631.94,0,488.4,496.4,0,2
Fri Feb 16 2024,SPXW240216C05500000,0.05,0,0,0.1,0,413,5500,SPXW240216P05500000,633.88,0,489.4,496.4,0,141
Fri Feb 16 2024,SPX240216C05525000,0.05,0,0,0.1,0,3178,5525,SPX240216P05525000,0,0,513.4,521.4,0,0
Fri Feb 16 2024,SPXW240216C05525000,0.1,0,0,0.1,0,18,5525,SPXW240216P05525000,0,0,514.4,521.4,0,0
Fri Feb 16 2024,SPX240216C05550000,0.05,0,0,0.1,0,795,5550,SPX240216P05550000,0,0,538.4,546.4,0,0
Fri Feb 16 2024,SPXW240216C05550000,0.05,0,0,0.1,0,93,5550,SPXW240216P05550000,0,0,539.3,546.3,0,0
Fri Feb 16 2024,SPX240216C05575000,0,0,0,0.1,0,0,5575,SPX240216P05575000,0,0,563.4,571.5,0,0
Fri Feb 16 2024,SPXW240216C05575000,0.05,0,0,0.1,202,231,5575,SPXW240216P05575000,0,0,564.3,571.3,0,0
Fri Feb 16 2024,SPX240216C05600000,0.05,0,0,0.1,0,1799,5600,SPX240216P05600000,876.96,0,588.4,596.3,0,64
Fri Feb 16 2024,SPXW240216C05600000,0.07,0.02,0,0.1,1,196,5600,SPXW240216P05600000,802.89,0,588.7,595.7,0,8
Fri Feb 16 2024,SPX240216C05650000,0.05,0,0,0.1,0,776,5650,SPX240216P05650000,0,0,638.3,646.3,0,0
Fri Feb 16 2024,SPXW240216C05650000,0.05,0,0,0.1,0,809,5650,SPXW240216P05650000,0,0,638.7,645.6,0,0
Fri Feb 16 2024,SPX240216C05700000,0.05,0,0,0.05,0,4533,5700,SPX240216P05700000,918.5,0,688.2,696.2,0,14
Fri Feb 16 2024,SPXW240216C05700000,0.05,0,0,0.1,43,57,5700,SPXW240216P05700000,0,0,688.6,695.6,0,0
Fri Feb 16 2024,SPX240216C05750000,0.05,0.025,0,0.1,131,171,5750,SPX240216P05750000,0,0,738.2,746.3,0,0
Fri Feb 16 2024,SPXW240216C05750000,0.05,0,0,0.1,0,72,5750,SPXW240216P05750000,0,0,738.6,745.5,0,0
Fri Feb 16 2024,SPX240216C05800000,0.05,0,0,0.05,0,3048,5800,SPX240216P05800000,1232.14,0,788.1,796.1,0,30
Fri Feb 16 2024,SPXW240216C05800000,0.05,0,0,0.1,0,141,5800,SPXW240216P05800000,0,0,788.5,795.5,0,0
Fri Feb 16 2024,SPX240216C05850000,0,0,0,0.1,0,0,5850,SPX240216P05850000,0,0,838.1,846.2,0,0
Fri Feb 16 2024,SPXW240216C05850000,0.05,0,0,0.1,0,47,5850,SPXW240216P05850000,0,0,838.5,845.4,0,0
Fri Feb 16 2024,SPX240216C05900000,0.05,0,0,0.1,0,1935,5900,SPX240216P05900000,1137.29,0,888,896,0,3
Fri Feb 16 2024,SPXW240216C05900000,0.05,0,0,0.05,0,174,5900,SPXW240216P05900000,0,0,889,896,0,14
Fri Feb 16 2024,SPX240216C06000000,0.05,0,0,0.1,0,2570,6000,SPX240216P06000000,984.54,0,987.9,996,0,834
Fri Feb 16 2024,SPXW240216C06000000,0.05,0,0,0.05,0,4001,6000,SPXW240216P06000000,1431.15,0,988.3,995.3,0,9
Fri Feb 16 2024,SPX240216C06100000,0.05,0,0,0.05,0,708,6100,SPX240216P06100000,1286.85,0,1087.8,1096,0,1
Fri Feb 16 2024,SPXW240216C06100000,0,0,0,0.05,0,0,6100,SPXW240216P06100000,0,0,1088.8,1095.8,0,0
Fri Feb 16 2024,SPX240216C06200000,0.05,0,0,0.05,0,2704,6200,SPX240216P06200000,1303.84,0,1187.8,1196,0,300
Fri Feb 16 2024,SPXW240216C06200000,0,0,0,0.05,0,11,6200,SPXW240216P06200000,1172.25,0,1188.7,1195.7,0,91
Fri Feb 16 2024,SPX240216C06300000,0,0,0,0.05,0,0,6300,SPX240216P06300000,0,0,1287.7,1295.9,0,0
Fri Feb 16 2024,SPXW240216C06300000,0,0,0,0.05,0,0,6300,SPXW240216P06300000,0,0,1288,1295,0,0
Fri Feb 16 2024,SPX240216C06400000,0.05,0,0,0.05,0,1249,6400,SPX240216P06400000,1442.84,0,1387.6,1395.8,0,15
Fri Feb 16 2024,SPXW240216C06400000,0.1,0,0,0.05,0,0,6400,SPXW240216P06400000,1780.1,0,1387.9,1394.9,0,6
Fri Feb 16 2024,SPX240216C06600000,0.05,0,0,0.05,0,228,6600,SPX240216P06600000,1555.11,-20.29,1587.4,1595.6,1,151
Fri Feb 16 2024,SPXW240216C06600000,0.07,0,0,0.05,0,1,6600,SPXW240216P06600000,1620.18,0,1587.8,1594.8,0,18
Fri Feb 16 2024,SPX240216C06800000,0.02,0,0,0.05,0,415,6800,SPX240216P06800000,2034.01,0,1787.2,1795.4,0,111
Fri Feb 16 2024,SPXW240216C06800000,0.05,0,0,0.05,0,10,6800,SPXW240216P06800000,2170.4,0,1787.6,1794.6,0,12
Fri Feb 16 2024,SPX240216C07000000,0.03,0,0,0.05,0,1326,7000,SPX240216P07000000,1947.85,-27.05,1987,1995.3,1,148
Fri Feb 16 2024,SPXW240216C07000000,0,0,0,0.05,0,10,7000,SPXW240216P07000000,2207.4,0,1987.4,1994.4,0,8
Tue Feb 20 2024,SPXW240220C01200000,0,0,3800.4,3805.8,0,0,1200,SPXW240220P01200000,0,0,0,0.05,0,0
Tue Feb 20 2024,SPXW240220C01400000,0,0,3599.9,3606,0,0,1400,SPXW240220P01400000,0,0,0,0.05,0,0
Tue Feb 20 2024,SPXW240220C01600000,0,0,3400.4,3406.2,0,0,1600,SPXW240220P01600000,0,0,0,0.05,0,0
Tue Feb 20 2024,SPXW240220C01800000,3138.61,0,3200.3,3206.4,0,1,1800,SPXW240220P01800000,0,0,0,0.05,0,0
Tue Feb 20 2024,SPXW240220C02000000,0,0,3000.9,3006.6,0,0,2000,SPXW240220P02000000,0,0,0,0.05,0,0
Tue Feb 20 2024,SPXW240220C02200000,0,0,2800.7,2806.8,0,0,2200,SPXW240220P02200000,0.1,0,0,0.05,0,2
Tue Feb 20 2024,SPXW240220C02400000,0,0,2601,2607,0,0,2400,SPXW240220P02400000,0.05,0,0,0.05,0,4
Tue Feb 20 2024,SPXW240220C02600000,0,0,2401.2,2408.1,0,0,2600,SPXW240220P02600000,0.05,0,0,0.05,0,11
Tue Feb 20 2024,SPXW240220C02800000,0,0,2201.4,2208.2,0,0,2800,SPXW240220P02800000,0.05,0,0,0.05,0,56
Tue Feb 20 2024,SPXW240220C03000000,0,0,2001.6,2008.4,0,0,3000,SPXW240220P03000000,0.05,0,0,0.05,0,27
Tue Feb 20 2024,SPXW240220C03200000,0,0,1801.8,1808.6,0,0,3200,SPXW240220P03200000,0.05,0,0,0.05,0,348
Tue Feb 20 2024,SPXW240220C03400000,0,0,1602,1608.8,0,0,3400,SPXW240220P03400000,0.05,-0.025,0,0.05,25,258
Tue Feb 20 2024,SPXW240220C03600000,0,0,1402.3,1409,0,0,3600,SPXW240220P03600000,0.05,-0.025,0,0.1,1256,3867
Tue Feb 20 2024,SPXW240220C03700000,0,0,1302.4,1309.1,0,0,3700,SPXW240220P03700000,0.05,-0.075,0,0.1,1000,1029
Tue Feb 20 2024,SPXW240220C03800000,0,0,1203.1,1209.3,0,0,3800,SPXW240220P03800000,0.11,-0.04,0.05,0.1,1251,1689
Tue Feb 20 2024,SPXW240220C03850000,0,0,1153.2,1159.3,0,0,3850,SPXW240220P03850000,0.1,-0.075,0.05,0.1,406,405
Tue Feb 20 2024,SPXW240220C03900000,0,0,1102.7,1109.4,0,0,3900,SPXW240220P03900000,0.15,-0.05,0.05,0.15,4001,7523
Tue Feb 20 2024,SPXW240220C03950000,0,0,1052.7,1059.5,0,0,3950,SPXW240220P03950000,0.2,-0.025,0.05,0.15,39,1850
Tue Feb 20 2024,SPXW240220C04000000,0,0,1003.4,1009.5,0,0,4000,SPXW240220P04000000,0.15,-0.1,0.1,0.15,1537,14826
Tue Feb 20 2024,SPXW240220C04050000,0,0,952.9,959.6,0,0,4050,SPXW240220P04050000,0.2,-0.05,0.1,0.2,100,4604
Tue Feb 20 2024,SPXW240220C04100000,0,0,903,909.7,0,0,4100,SPXW240220P04100000,0.2,-0.125,0.15,0.2,434,5905
Tue Feb 20 2024,SPXW240220C04150000,0,0,853.7,859.8,0,0,4150,SPXW240220P04150000,0.25,-0.125,0.2,0.25,3480,3283
Tue Feb 20 2024,SPXW240220C04200000,0,0,803.2,809.9,0,0,4200,SPXW240220P04200000,0.27,-0.13,0.2,0.3,314,452
Tue Feb 20 2024,SPXW240220C04250000,0,0,753.3,760,0,0,4250,SPXW240220P04250000,0.3,-0.15,0.25,0.35,394,883
Tue Feb 20 2024,SPXW240220C04275000,0,0,728.9,735.9,0,0,4275,SPXW240220P04275000,0,0,0.25,0.35,0,0
Tue Feb 20 2024,SPXW240220C04300000,748.8,24.2,704,710.1,6,6,4300,SPXW240220P04300000,0.3,-0.2,0.3,0.4,305,833
Tue Feb 20 2024,SPXW240220C04325000,0,0,679,686,0,0,4325,SPXW240220P04325000,0,0,0.3,0.4,0,0
Tue Feb 20 2024,SPXW240220C04350000,0,0,654.1,660.2,0,0,4350,SPXW240220P04350000,0.35,-0.225,0.35,0.45,263,1033
Tue Feb 20 2024,SPXW240220C04375000,635.65,0,628.6,635.2,0,1,4375,SPXW240220P04375000,0.4,-0.2,0.35,0.45,2138,2138
Tue Feb 20 2024,SPXW240220C04400000,487.54,0,604.2,610.3,0,0,4400,SPXW240220P04400000,0.5,-0.125,0.4,0.5,1149,1350
Tue Feb 20 2024,SPXW240220C04425000,519.27,0,579.3,585.3,0,1,4425,SPXW240220P04425000,0.45,-0.2,0.45,0.55,82,393
Tue Feb 20 2024,SPXW240220C04450000,598.69,23.69,553.7,560.4,32,35,4450,SPXW240220P04450000,0.55,-0.15,0.45,0.55,336,472
Tue Feb 20 2024,SPXW240220C04475000,0,0,529.4,535.4,0,0,4475,SPXW240220P04475000,0.55,-0.175,0.5,0.6,211,318
Tue Feb 20 2024,SPXW240220C04500000,546.8,21.6,504.5,510.5,2,8,4500,SPXW240220P04500000,0.55,-0.225,0.55,0.65,489,990
Tue Feb 20 2024,SPXW240220C04525000,503,0,479.5,485.6,0,2,4525,SPXW240220P04525000,0.6,-0.225,0.6,0.7,90,148
Tue Feb 20 2024,SPXW240220C04550000,482.31,7.01,454,460.6,37,37,4550,SPXW240220P04550000,0.73,-0.145,0.65,0.75,821,965
Tue Feb 20 2024,SPXW240220C04560000,489.83,24.48,444.6,450.7,3,3,4560,SPXW240220P04560000,0.7,-0.2,0.65,0.75,298,325
Tue Feb 20 2024,SPXW240220C04570000,427.19,0,434.1,440.7,0,7,4570,SPXW240220P04570000,0.7,-0.2,0.65,0.8,82,228
Tue Feb 20 2024,SPXW240220C04575000,0,0,429.1,435.7,0,0,4575,SPXW240220P04575000,0.7,-0.225,0.7,0.8,80,136
Tue Feb 20 2024,SPXW240220C04580000,444.94,0,424.1,430.7,0,2,4580,SPXW240220P04580000,0.75,-0.175,0.7,0.8,2003,1867
Tue Feb 20 2024,SPXW240220C04590000,435.01,0,414.2,420.8,0,2,4590,SPXW240220P04590000,0.7,-0.25,0.7,0.8,50,144
Tue Feb 20 2024,SPXW240220C04600000,408.12,0,404.2,410.8,0,24,4600,SPXW240220P04600000,0.72,-0.175,0.75,0.85,172,331
Tue Feb 20 2024,SPXW240220C04610000,0,0,394.8,400.8,0,0,4610,SPXW240220P04610000,0.8,-0.2,0.75,0.85,108,171
Tue Feb 20 2024,SPXW240220C04620000,187.54,0,384.8,390.9,0,1,4620,SPXW240220P04620000,0.85,-0.175,0.8,0.9,83,137
Tue Feb 20 2024,SPXW240220C04625000,368.62,0,379.3,385.9,0,5,4625,SPXW240220P04625000,0.75,-0.3,0.8,0.9,28,169
Tue Feb 20 2024,SPXW240220C04630000,0,0,374.3,380.9,0,0,4630,SPXW240220P04630000,0.85,-0.2,0.8,0.9,162,169
Tue Feb 20 2024,SPXW240220C04640000,235.1,0,364.9,371,0,0,4640,SPXW240220P04640000,0.8,-0.275,0.85,0.95,61,484
Tue Feb 20 2024,SPXW240220C04650000,0,0,354.9,361,0,0,4650,SPXW240220P04650000,0.9,-0.2,0.85,0.95,502,1009
Tue Feb 20 2024,SPXW240220C04660000,338.6,0,344.4,351,0,0,4660,SPXW240220P04660000,0.9,-0.225,0.9,1,134,223
Tue Feb 20 2024,SPXW240220C04670000,326.8,0,334.5,341.1,0,12,4670,SPXW240220P04670000,0.9,-0.25,0.95,1.05,537,609
Tue Feb 20 2024,SPXW240220C04675000,205.3,0,330,336.1,0,1,4675,SPXW240220P04675000,0.95,-0.225,0.95,1.05,210,255
Tue Feb 20 2024,SPXW240220C04680000,302.85,0,324.5,331.1,0,15,4680,SPXW240220P04680000,0.95,-0.225,0.95,1.05,197,284
Tue Feb 20 2024,SPXW240220C04690000,191.75,0,315.1,321.2,0,2,4690,SPXW240220P04690000,0.95,-0.25,1,1.1,74,132
Tue Feb 20 2024,SPXW240220C04700000,328.6,2.7,305.2,311.2,1,103,4700,SPXW240220P04700000,0.95,-0.3,1,1.15,171,483
Tue Feb 20 2024,SPXW240220C04705000,0,0,300.2,306.2,0,0,4705,SPXW240220P04705000,1,-0.25,1.05,1.15,49,66
Tue Feb 20 2024,SPXW240220C04710000,246.47,0,294.6,301.3,0,14,4710,SPXW240220P04710000,1,-0.275,1.05,1.15,83,132
Tue Feb 20 2024,SPXW240220C04715000,206.06,0,289.7,296.3,0,1,4715,SPXW240220P04715000,1.05,-0.25,1.05,1.2,27,38
Tue Feb 20 2024,SPXW240220C04720000,237.02,0,285.3,291.3,0,52,4720,SPXW240220P04720000,1,-0.3,1.1,1.2,30,45
Tue Feb 20 2024,SPXW240220C04725000,272.32,0,280.3,286.3,0,45,4725,SPXW240220P04725000,1.05,0.125,1.1,1.2,1211,1255
Tue Feb 20 2024,SPXW240220C04730000,294.61,-1.39,275.3,281.4,1,29,4730,SPXW240220P04730000,1.05,-0.275,1.15,1.25,34,153
Tue Feb 20 2024,SPXW240220C04735000,277.22,0,270.3,276.4,0,9,4735,SPXW240220P04735000,1.05,-0.3,1.15,1.25,58,167
Tue Feb 20 2024,SPXW240220C04740000,288.17,0,265.4,271.4,0,364,4740,SPXW240220P04740000,1.1,-0.25,1.15,1.3,42,292
Tue Feb 20 2024,SPXW240220C04745000,215.73,0,260.4,266.4,0,63,4745,SPXW240220P04745000,1.15,-0.25,1.2,1.3,24,57
Tue Feb 20 2024,SPXW240220C04750000,289.58,13.43,255.4,261.5,2,41,4750,SPXW240220P04750000,1.15,-0.25,1.2,1.35,133,473
Tue Feb 20 2024,SPXW240220C04755000,244.51,0,249.9,256.5,0,12,4755,SPXW240220P04755000,1.15,-0.275,1.25,1.35,299,306
Tue Feb 20 2024,SPXW240220C04760000,265.14,-1.06,245.5,251.5,1,375,4760,SPXW240220P04760000,1.2,-0.25,1.25,1.4,23,54
Tue Feb 20 2024,SPXW240220C04765000,263.27,0,240.5,246.6,0,14,4765,SPXW240220P04765000,1.2,-0.275,1.3,1.4,182,282
Tue Feb 20 2024,SPXW240220C04770000,255.21,-1.04,235,241.6,3,46,4770,SPXW240220P04770000,1.2,-0.3,1.3,1.45,32,564
Tue Feb 20 2024,SPXW240220C04775000,218.84,0,230.6,236.6,0,103,4775,SPXW240220P04775000,1.25,-0.275,1.35,1.45,51,178
Tue Feb 20 2024,SPXW240220C04780000,223.96,0,225.7,231.7,0,28,4780,SPXW240220P04780000,1.25,-0.3,1.4,1.5,197,284
Tue Feb 20 2024,SPXW240220C04785000,159.37,0,220.2,226.7,0,1,4785,SPXW240220P04785000,1.3,-0.3,1.4,1.55,33,265
Tue Feb 20 2024,SPXW240220C04790000,229.48,0,215.8,221.8,0,23,4790,SPXW240220P04790000,1.35,-0.275,1.45,1.6,64,101
Tue Feb 20 2024,SPXW240220C04795000,180.3,0,210.8,216.8,0,1,4795,SPXW240220P04795000,1.35,-0.3,1.5,1.6,85,104
Tue Feb 20 2024,SPXW240220C04800000,246.98,20.53,205.3,211.9,3,568,4800,SPXW240220P04800000,1.34,-0.36,1.55,1.65,1472,2119
Tue Feb 20 2024,SPXW240220C04805000,195.58,0,200.4,206.9,0,16,4805,SPXW240220P04805000,1.45,-0.3,1.6,1.7,89,126
Tue Feb 20 2024,SPXW240220C04810000,186.6,0,195.5,202,0,34,4810,SPXW240220P04810000,1.5,-0.3,1.65,1.8,293,351
Tue Feb 20 2024,SPXW240220C04815000,234.92,23.27,191.1,197.1,3,10,4815,SPXW240220P04815000,1.5,-0.35,1.7,1.85,371,344
Tue Feb 20 2024,SPXW240220C04820000,206.14,-0.36,185.6,192.2,11,66,4820,SPXW240220P04820000,1.5,0.325,1.8,1.9,62,137
Tue Feb 20 2024,SPXW240220C04825000,201.26,-0.59,181.3,187.2,10,29,4825,SPXW240220P04825000,1.65,-0.35,1.85,2,142,992
Tue Feb 20 2024,SPXW240220C04830000,128.31,0,175.8,182.3,0,8,4830,SPXW240220P04830000,1.7,-0.35,1.95,2.05,66,120
Tue Feb 20 2024,SPXW240220C04835000,214.71,22.51,171.5,177.4,4,32,4835,SPXW240220P04835000,1.75,-0.4,2.05,2.15,81,93
Tue Feb 20 2024,SPXW240220C04840000,183.08,0,166.1,172.5,0,41,4840,SPXW240220P04840000,1.8,-0.4,2.15,2.25,92,157
Tue Feb 20 2024,SPXW240220C04845000,85.22,0,161.7,167.6,0,6,4845,SPXW240220P04845000,1.9,-0.4,2.25,2.4,301,1053
Tue Feb 20 2024,SPXW240220C04850000,180.6,3.1,156.9,162.8,6,187,4850,SPXW240220P04850000,2,-0.4,2.35,2.5,2517,2609
Tue Feb 20 2024,SPXW240220C04855000,143.97,0,152,157.9,0,33,4855,SPXW240220P04855000,2.1,-0.425,2.5,2.65,150,236
Tue Feb 20 2024,SPXW240220C04860000,181.51,13.81,147.3,153.1,1,64,4860,SPXW240220P04860000,2.2,-0.45,2.65,2.8,3279,3269
Tue Feb 20 2024,SPXW240220C04865000,136.47,0,141.9,148.1,0,23,4865,SPXW240220P04865000,2.3,-0.475,2.8,3,117,152
Tue Feb 20 2024,SPXW240220C04870000,156.21,-1.79,137.7,143.4,5,301,4870,SPXW240220P04870000,2.3,-0.375,3,3.2,195,1001
Tue Feb 20 2024,SPXW240220C04875000,172.75,-3.15,132.9,138.6,2,114,4875,SPXW240220P04875000,2.65,-0.45,3.2,3.4,366,302
Tue Feb 20 2024,SPXW240220C04880000,159.34,11.04,128.2,133.9,10,47,4880,SPXW240220P04880000,2.75,-0.55,3.4,3.6,234,226
Tue Feb 20 2024,SPXW240220C04885000,146.4,2.9,123,128.9,1,111,4885,SPXW240220P04885000,2.95,-0.3,3.7,3.9,291,248
Tue Feb 20 2024,SPXW240220C04890000,157.47,18.77,118.9,123.6,13,19,4890,SPXW240220P04890000,3.3,-0.4,3.9,4.2,360,367
Tue Feb 20 2024,SPXW240220C04895000,106.56,0,114.2,119.7,0,13,4895,SPXW240220P04895000,3.24,-0.71,4.2,4.5,130,335
Tue Feb 20 2024,SPXW240220C04900000,150.85,-3.32,110.9,112.8,44,222,4900,SPXW240220P04900000,3.4,-0.3,4.6,4.8,503,1512
Tue Feb 20 2024,SPXW240220C04905000,142.29,17.94,105.1,109.7,15,183,4905,SPXW240220P04905000,3.9,-0.6,5,5.2,163,245
Tue Feb 20 2024,SPXW240220C04910000,141.71,22.01,100.6,105.1,21,215,4910,SPXW240220P04910000,4.24,1.3,5.4,5.7,190,245
Tue Feb 20 2024,SPXW240220C04915000,111.29,0,96.2,100.6,0,77,4915,SPXW240220P04915000,4.4,-0.8,5.9,6.2,230,472
Tue Feb 20 2024,SPXW240220C04920000,127.6,18.25,91.8,96.1,1,322,4920,SPXW240220P04920000,4.6,2.06,6.4,6.7,320,725
Tue Feb 20 2024,SPXW240220C04925000,127.18,21.28,87.5,91.7,12,1011,4925,SPXW240220P04925000,5,2.29,7,7.3,1195,1090
Tue Feb 20 2024,SPXW240220C04930000,94.99,-6.41,83.3,87.4,8,101,4930,SPXW240220P04930000,5.8,2.14,7.7,8,214,373
Tue Feb 20 2024,SPXW240220C04935000,117.78,20.68,79.1,83.1,14,34,4935,SPXW240220P04935000,6.71,0.89,8.4,8.7,147,171
Tue Feb 20 2024,SPXW240220C04940000,86.22,-6.53,75,78.9,8,106,4940,SPXW240220P04940000,6.64,2.99,9.2,9.5,300,260
Tue Feb 20 2024,SPXW240220C04945000,88.26,-0.09,71,74.8,5,51,4945,SPXW240220P04945000,7.93,3.37,10.1,10.4,287,391
Tue Feb 20 2024,SPXW240220C04950000,84.41,1.61,68.5,69.4,70,1087,4950,SPXW240220P04950000,8.72,3.53,11.1,11.4,490,852
Tue Feb 20 2024,SPXW240220C04955000,77.72,-2.18,63.3,66.8,36,115,4955,SPXW240220P04955000,8.72,0.09,12.2,12.5,121,169
Tue Feb 20 2024,SPXW240220C04960000,82.35,6.55,59.6,63,6,109,4960,SPXW240220P04960000,10.83,4.2,13.3,13.6,760,467
Tue Feb 20 2024,SPXW240220C04965000,72.19,0.49,55.9,59.3,23,83,4965,SPXW240220P04965000,11.88,0.95,14.6,14.9,92,126
Tue Feb 20 2024,SPXW240220C04970000,66.41,-1.44,53.2,54.4,56,103,4970,SPXW240220P04970000,13.1,0.5,16,16.3,240,388
Tue Feb 20 2024,SPXW240220C04975000,60.2,-5.85,49.8,50.9,77,213,4975,SPXW240220P04975000,14.17,0.42,17.4,17.8,1336,1238
Tue Feb 20 2024,SPXW240220C04980000,58.34,-1.86,46.8,47.2,72,116,4980,SPXW240220P04980000,15.7,4.6,19,19.4,272,304
Tue Feb 20 2024,SPXW240220C04985000,55.94,-0.61,43.6,44,16,21,4985,SPXW240220P04985000,15.6,1.25,20.8,21.1,255,376
Tue Feb 20 2024,SPXW240220C04990000,50.17,-2.58,40.4,40.8,155,175,4990,SPXW240220P04990000,16.9,5.25,22.6,23,211,709
Tue Feb 20 2024,SPXW240220C04995000,49.04,-10.5,37.4,37.8,32,97,4995,SPXW240220P04995000,18.71,2.05,24.6,25,688,637
Tue Feb 20 2024,SPXW240220C05000000,46.01,0.06,34.5,34.9,354,1649,5000,SPXW240220P05000000,21.91,5.98,26.7,27.1,494,513
Tue Feb 20 2024,SPXW240220C05005000,42.4,-9.25,31.8,32.2,30,137,5005,SPXW240220P05005000,22,-0.8,29,29.3,104,139
Tue Feb 20 2024,SPXW240220C05010000,37.9,-10.55,29.2,29.6,100,128,5010,SPXW240220P05010000,23.5,9.05,31.4,31.7,207,239
Tue Feb 20 2024,SPXW240220C05015000,35.67,-8.29,26.8,27.1,137,634,5015,SPXW240220P05015000,26.1,5.55,33.9,34.3,99,109
Tue Feb 20 2024,SPXW240220C05020000,32.59,-4.83,24.5,24.8,140,223,5020,SPXW240220P05020000,30.5,4.45,36.6,37,155,207
Tue Feb 20 2024,SPXW240220C05025000,29.17,-8.35,22.3,22.7,628,681,5025,SPXW240220P05025000,29.67,11.05,39.4,39.8,450,525
Tue Feb 20 2024,SPXW240220C05030000,26.75,-2.2,20.3,20.6,207,919,5030,SPXW240220P05030000,31.09,-2.76,42.4,42.8,174,147
Tue Feb 20 2024,SPXW240220C05035000,25.39,-1.16,18.4,18.7,189,162,5035,SPXW240220P05035000,36.42,-0.13,45.5,45.9,328,225
Tue Feb 20 2024,SPXW240220C05040000,22.5,-1.85,16.6,17,237,479,5040,SPXW240220P05040000,38.14,-1.11,48.7,49.1,372,323
Tue Feb 20 2024,SPXW240220C05045000,21.09,-1.2,15,15.3,150,294,5045,SPXW240220P05045000,41.6,-0.55,52.1,52.5,248,259
Tue Feb 20 2024,SPXW240220C05050000,16.48,-3.77,13.5,13.8,541,1568,5050,SPXW240220P05050000,45.6,0.35,54.2,57.7,199,234
Tue Feb 20 2024,SPXW240220C05055000,16.48,-1.92,12.1,12.4,137,134,5055,SPXW240220P05055000,48.31,-0.04,57.7,61.4,61,61
Tue Feb 20 2024,SPXW240220C05060000,13,-3.95,10.9,11.1,662,432,5060,SPXW240220P05060000,48.6,-3.05,61.4,65.2,148,81
Tue Feb 20 2024,SPXW240220C05065000,13.65,-0.68,9.7,9.9,608,606,5065,SPXW240220P05065000,41.5,-13.25,65.2,69.1,3,5
Tue Feb 20 2024,SPXW240220C05070000,10.4,-0.52,8.6,8.9,161,108,5070,SPXW240220P05070000,55.49,-2.81,69.1,73.1,15,11
Tue Feb 20 2024,SPXW240220C05075000,10.8,-2.87,7.7,7.9,1228,573,5075,SPXW240220P05075000,57.38,-4.57,72.8,77.2,7,10
Tue Feb 20 2024,SPXW240220C05080000,8.84,-2.4,6.8,7,347,275,5080,SPXW240220P05080000,62.13,-3.57,77.2,81.4,5,4
Tue Feb 20 2024,SPXW240220C05085000,8.33,-2.5,6,6.2,124,84,5085,SPXW240220P05085000,50.59,-18.81,80.8,85.7,4,4
Tue Feb 20 2024,SPXW240220C05090000,6.8,-0.36,5.2,5.4,449,419,5090,SPXW240220P05090000,72.81,-0.54,85.6,90,12,15
Tue Feb 20 2024,SPXW240220C05095000,6.38,-1.86,4.6,4.8,106,96,5095,SPXW240220P05095000,77.03,0,89.9,94.4,0,1
Tue Feb 20 2024,SPXW240220C05100000,4.8,-2,4,4.2,1100,2481,5100,SPXW240220P05100000,73,-8.65,93.6,98.8,48,55
Tue Feb 20 2024,SPXW240220C05105000,4.9,-1.8,3.5,3.7,1120,983,5105,SPXW240220P05105000,0,0,98.8,103.3,0,0
Tue Feb 20 2024,SPXW240220C05110000,3.85,-1.45,3,3.2,278,239,5110,SPXW240220P05110000,91.55,0,102.5,107.8,0,2
Tue Feb 20 2024,SPXW240220C05115000,3.8,-1.1,2.65,2.75,187,122,5115,SPXW240220P05115000,0,0,107.1,112.4,0,0
Tue Feb 20 2024,SPXW240220C05120000,2.72,-1.38,2.25,2.4,492,386,5120,SPXW240220P05120000,99.24,0,111.8,117.5,0,5
Tue Feb 20 2024,SPXW240220C05125000,2.3,-1.3,1.95,2.1,672,566,5125,SPXW240220P05125000,91.37,-11.98,116.4,122.2,1,1
Tue Feb 20 2024,SPXW240220C05130000,2,-1.1,1.65,1.8,221,215,5130,SPXW240220P05130000,96.68,-11.22,121.3,127.5,1,1
Tue Feb 20 2024,SPXW240220C05135000,1.79,1.79,1.45,1.55,123,53,5135,SPXW240220P05135000,0,0,126,132.3,0,0
Tue Feb 20 2024,SPXW240220C05140000,1.45,-0.5,1.25,1.35,427,305,5140,SPXW240220P05140000,0,0,130.7,136.6,0,0
